"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","British Columbia","2016A000259","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300412","11.3.2","9414873","","","","0"
"2017","British Columbia","2016A000259","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300413","11.3.3","9378022","","","","0"
"2017","British Columbia","2016A000259","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v103742517","11.3.5","36851","","","","0"
"2017","British Columbia","2016A000259","Electricity producer, industries","Other types of electricity generation","Megawatt hours","210","units ","0","v113651383","11.3.12","0","","","","0"
"2017","British Columbia","2016A000259","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300414","11.3.6","4933594","","","","0"
"2017","British Columbia","2016A000259","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300415","11.3.7","","..","","","0"
"2017","British Columbia","2016A000259","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300416","11.3.9","","..","","","0"
"2017","British Columbia","2016A000259","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795647","11.3.13","4933594","","","","0"
"2017","Yukon","2016A000260","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300417","12.1.1","484818","","","","0"
"2017","Yukon","2016A000260","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300418","12.1.2","448184","","","","0"
"2017","Yukon","2016A000260","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300419","12.1.3","448151","","","","0"
"2017","Yukon","2016A000260","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300420","12.1.5","33","","","","0"
"2017","Yukon","2016A000260","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300421","12.1.6","36634","","","","0"
"2017","Yukon","2016A000260","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300422","12.1.9","","..","","","0"
"2017","Yukon","2016A000260","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795648","12.1.13","36634","","","","0"
"2017","Yukon","2016A000260","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300423","12.2.1","484818","","","","0"
"2017","Yukon","2016A000260","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300424","12.2.2","448184","","","","0"
"2017","Yukon","2016A000260","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300425","12.2.3","448151","","","","0"
"2017","Yukon","2016A000260","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300426","12.2.5","33","","","","0"
"2017","Yukon","2016A000260","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300427","12.2.6","36634","","","","0"
"2017","Yukon","2016A000260","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300428","12.2.9","","..","","","0"
"2017","Yukon","2016A000260","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795649","12.2.13","36634","","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300429","13.1.1","749203","","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300431","13.1.2","266857","","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300432","13.1.3","249375","","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v79441555","13.1.5","17193","","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v79441556","13.1.11","289","","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300433","13.1.6","482346","","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v103742518","13.1.7","","..","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300434","13.1.9","","..","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300430","13.1.10","","..","","","0"
"2017","Northwest Territories","2016A000261","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795650","13.1.13","482346","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300435","13.2.1","407663","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300437","13.2.2","249664","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300438","13.2.3","249375","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Solar","Megawatt hours","210","units ","0","v79441557","13.2.11","289","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300439","13.2.6","157999","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v103742519","13.2.7","","..","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300440","13.2.9","","..","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300436","13.2.10","","..","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795651","13.2.13","157999","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300441","13.3.1","341540","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v79441560","13.3.2","17193","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v79441558","13.3.5","17193","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Solar","Megawatt hours","210","units ","0","v1079014827","13.3.11","0","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Other types of electricity generation","Megawatt hours","210","units ","0","v113651384","13.3.12","","..","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300442","13.3.6","324347","","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300443","13.3.9","","..","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v53518566","13.3.10","","..","","","0"
"2017","Northwest Territories","2016A000261","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795652","13.3.13","324347","","","","0"
"2017","Nunavut","2016A000262","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300444","14.1.1","189829","","","","0"
"2017","Nunavut","2016A000262","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300445","14.1.6","189829","","","","0"
"2017","Nunavut","2016A000262","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300446","14.1.9","","..","","","0"
"2017","Nunavut","2016A000262","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795653","14.1.13","189829","","","","0"
"2017","Nunavut","2016A000262","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300447","14.2.1","189829","","","","0"
"2017","Nunavut","2016A000262","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300448","14.2.6","189829","","","","0"
"2017","Nunavut","2016A000262","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300449","14.2.9","","..","","","0"
"2017","Nunavut","2016A000262","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795654","14.2.13","189829","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v52300346","1.1.1","640326756","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300348","1.1.2","417380251","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v52300349","1.1.3","382144912","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v52300350","1.1.4","19525","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v52300351","1.1.5","32813021","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54055572","1.1.11","2192046","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v54055573","1.1.12","210747","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units","0","v52300352","1.1.6","222946505","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v52300353","1.1.7","","..","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v52300354","1.1.8","95029596","","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v52300355","1.1.9","","..","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v52300347","1.1.10","","..","","","0"
"2018","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795615","1.1.13","127916909","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v52300356","1.2.1","580749568","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300358","1.2.2","387087935","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v52300359","1.2.3","352884671","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v52300360","1.2.4","19525","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v52300361","1.2.5","32129275","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Solar","Megawatt hours","210","units","0","v54055574","1.2.11","1843717","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v54055575","1.2.12","210747","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units","0","v52300362","1.2.6","193661633","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v52300363","1.2.7","","..","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Nuclear steam turbine","Megawatt hours","210","units","0","v52300364","1.2.8","95029596","","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units","0","v52300365","1.2.9","","..","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v52300357","1.2.10","","..","","","0"
"2018","Canada","2016A000011124","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795616","1.2.13","98632037","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v52300366","1.3.1","59577188","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300368","1.3.2","30292316","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units","0","v52300369","1.3.3","29260241","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units","0","v52300370","1.3.5","683746","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Solar","Megawatt hours","210","units","0","v103742509","1.3.11","348329","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1229559523","1.3.12","0","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units","0","v52300371","1.3.6","29284872","","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units","0","v52300372","1.3.7","","..","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units","0","v52300373","1.3.9","","..","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units","0","v52300367","1.3.10","","..","","","0"
"2018","Canada","2016A000011124","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795617","1.3.13","29284872","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v52300450","2.1.1","43633614","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300452","2.1.2","42036258","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v52300453","2.1.3","41830735","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v52300454","2.1.5","205523","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units","0","v52300455","2.1.6","1597356","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v52300456","2.1.7","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v52300457","2.1.9","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v52300451","2.1.10","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795618","2.1.13","1597356","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v52300458","2.2.1","43292836","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300460","2.2.2","42036258","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v52300461","2.2.3","41830735","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v52300462","2.2.5","205523","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units","0","v52300463","2.2.6","1256578","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v52300464","2.2.7","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units","0","v52300465","2.2.9","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v52300459","2.2.10","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795619","2.2.13","1256578","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v52300466","2.3.1","340778","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300468","2.3.2","0","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units","0","v52300469","2.3.3","0","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units","0","v52300470","2.3.6","340778","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units","0","v53518567","2.3.9","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units","0","v52300467","2.3.10","","..","","","0"
"2018","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795620","2.3.13","340778","","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v52300471","3.1.1","648300","","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300473","3.1.2","640034","","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v52300474","3.1.5","639520","","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1079014830","3.1.11","514","","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units","0","v52300475","3.1.6","8266","","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v52300476","3.1.7","","..","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v52300477","3.1.9","","..","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v52300472","3.1.10","","..","","","0"
"2018","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795621","3.1.13","8266","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v52300478","3.2.1","643078","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300480","3.2.2","640034","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v52300481","3.2.5","639520","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Solar","Megawatt hours","210","units","0","v1079014829","3.2.11","514","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units","0","v52300482","3.2.6","3044","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v52300483","3.2.7","","..","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units","0","v52300484","3.2.9","","..","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v52300479","3.2.10","","..","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795622","3.2.13","3044","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v1014073249","3.3.1","5222","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units","0","v1014073254","3.3.6","5222","","","","0"
"2018","Prince Edward Island","2016A000211","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795623","3.3.13","5222","","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v52300485","4.1.1","10176065","","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300487","4.1.2","2111333","","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v52300488","4.1.3","938434","","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v52300489","4.1.4","19525","","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v52300490","4.1.5","1153374","","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units","0","v52300491","4.1.6","8064732","","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v52300492","4.1.7","","..","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v52300486","4.1.10","","..","","","0"
"2018","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795624","4.1.13","8064732","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v52300493","4.2.1","9915076","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300495","4.2.2","2023717","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v52300496","4.2.3","938434","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v52300497","4.2.4","19525","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v52300498","4.2.5","1065758","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units","0","v52300499","4.2.6","7891359","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v52300500","4.2.7","","..","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v52300494","4.2.10","","..","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795625","4.2.13","7891359","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v52300501","4.3.1","260989","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300502","4.3.2","87616","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units","0","v52300503","4.3.3","0","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units","0","v1014073250","4.3.5","87616","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units","0","v52300504","4.3.6","173373","","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units","0","v52300505","4.3.7","","..","","","0"
"2018","Nova Scotia","2016A000212","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795626","4.3.13","173373","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v52300506","5.1.1","13544446","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300508","5.1.2","3359067","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v52300509","5.1.3","2534534","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53518568","5.1.5","824533","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v103742510","5.1.12","0","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units","0","v52300510","5.1.6","10185379","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v52300511","5.1.7","","..","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v52300512","5.1.8","4874360","","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v52300513","5.1.9","","..","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v52300507","5.1.10","","..","","","0"
"2018","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v108795627","5.1.13","5311019","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v52300514","5.2.1","13002475","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units","0","v52300516","5.2.2","3359067","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v52300517","5.2.3","2534534","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v53518569","5.2.5","824533","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v103742511","5.2.12","0","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units","0","v52300518","5.2.6","9643408","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v52300519","5.2.7","","..","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Nuclear steam turbine","Megawatt hours","210","units","0","v52300520","5.2.8","4874360","","","","0"
"2018","New Brunswick","2016A000213","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units","0","v52300521","5.2.9","","..","","","0"
