"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"WDEIBUS","198606","0.279","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198607","0.428","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198608","0.59","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198609","0.535","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198610","0.404","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198611","0.483","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198612","0.693","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198613","5.134","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198701","0.669","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198702","0.595","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198703","0.611","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198704","0.473","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198705","0.483","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198706","0.815","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198707","0.828","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198708","0.858","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198709","0.739","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198710","0.605","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198711","0.682","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198712","0.801","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198713","8.159","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198801","0.945","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198802","0.85","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198803","0.927","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198804","0.712","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198805","0.401","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198806","0.833","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198807","0.849","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198808","0.991","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198809","0.808","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198810","0.775","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198811","0.781","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198812","0.791","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198813","9.663","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198901","8.805","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198902","8.192","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198903","9.331","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198904","7.995","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198905","5.853","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198906","7.04","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198907","7.471","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198908","9.087","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198909","8.207","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198910","8.739","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198911","9.286","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198912","9.57","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","198913","99.575","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199001","11.446","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199002","11.57","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199003","12.076","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199004","11.383","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199005","8.723","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199006","5.73","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199007","9.727","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199008","12.269","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199009","11.991","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199010","11.139","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199011","10.1","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199012","12.362","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199013","128.516","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199101","14.208","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199102","8.787","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199103","8.361","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199104","6.198","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199105","7.367","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199106","8.234","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199107","8.089","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199108","12.13","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199109","14.4","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199110","12.369","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199111","11.605","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199112","14.046","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199113","125.795","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199201","15.027","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199202","10.658","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199203","9.039","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199204","8.574","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199205","5.48","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199206","10.343","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199207","11.905","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199208","14.061","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199209","12.556","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199210","14.363","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199211","14.826","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199212","13.388","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199213","140.221","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199301","15.107","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199302","13.473","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199303","13.921","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199304","11.261","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199305","6.955","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199306","7.453","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199307","8.999","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199308","15.371","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199309","13.648","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199310","13.985","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199311","15.022","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199312","14.636","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199313","149.832","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199401","18.976","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199402","13.404","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199403","13.507","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199404","11.669","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199405","6.837","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199406","8.774","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199407","15","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199408","12.504","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199409","11.426","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199410","14.256","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199411","13.36","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199412","12.623","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199413","152.335","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199501","8.871","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199502","6.901","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199503","8.899","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199504","10.976","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199505","8.241","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199506","7.601","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199507","13.625","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199508","14.188","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199509","11.527","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199510","13.026","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199511","11.108","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199512","10.449","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199513","125.412","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199601","12.562","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199602","8.58","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199603","10.698","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199604","6.329","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199605","8.736","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199606","11.054","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199607","13.128","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199608","15.165","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199609","11.438","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199610","15.111","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199611","14.332","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199612","10.728","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199613","137.86","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199701","13.415","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199702","9.328","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199703","10.638","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199704","10.768","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199705","11.586","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199706","9.09","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199707","11.093","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199708","11.922","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199709","11.097","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199710","15.385","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199711","12.131","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199712","10.538","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199713","136.992","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199801","14.913","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199802","9.554","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199803","11.002","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199804","11.088","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199805","11.724","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199806","6.087","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199807","11.514","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199808","12.244","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199809","11.941","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199810","13.283","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199811","10.404","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199812","12.953","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199813","136.707","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199901","14.064","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199902","9.823","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199903","7.83","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199904","11.503","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199905","15.205","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199906","10.52","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199907","13.346","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199908","12.714","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199909","11.336","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199910","9.31","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199911","12.389","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199912","9.988","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","199913","138.026","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200001","8.373","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200002","11.232","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200003","11.781","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200004","11.174","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200005","10.641","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200006","9.291","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200007","11.352","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200008","11.675","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200009","10.56","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200010","12.796","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200011","12.511","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200012","12.936","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200013","134.321","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200101","11.569","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200102","9.491","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200103","10.434","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200104","9.402","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200105","10.083","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200106","11.607","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200107","11.414","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200108","11.432","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200109","10.316","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200110","9.952","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200111","9.901","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200112","10.801","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200113","126.402","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200201","12.587","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200202","10.01","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200203","13.156","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200204","11.337","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200205","11.398","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200206","11.756","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200207","12.874","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200208","13.272","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200209","13.808","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200210","12.703","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200211","13.166","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200212","14.125","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200213","150.192","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200301","15.72","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200302","13.302","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200303","13.67","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200304","12.303","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200305","11.584","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200306","13.106","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200307","14.962","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200308","15.541","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200309","13.801","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200310","13.763","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200311","14.334","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200312","15.201","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200313","167.287","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200401","14.51","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200402","13.534","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200403","13.953","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200404","11.767","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200405","12.131","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200406","12.305","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200407","16.018","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200408","14.68","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200409","13.522","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200410","13.412","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200411","13.68","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200412","15.679","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200413","165.189","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200501","15.951","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200502","15.149","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200503","16.045","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200504","12.713","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200505","14.158","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200506","14.99","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200507","17.093","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200508","17.147","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200509","15.546","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200510","14.689","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200511","15.024","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200512","16.468","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200513","184.973","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200601","16.522","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200602","15.445","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200603","16.013","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200604","12.062","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200605","13.36","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200606","14.836","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200607","15.886","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200608","16.676","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200609","15.295","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200610","14.916","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200611","14.873","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200612","15.93","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200613","181.815","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200701","19.443","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200702","14.943","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200703","15.013","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200704","15.063","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200705","13.89","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200706","15.078","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200707","15.635","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200708","15.705","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200709","15.312","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200710","14.786","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200711","15.172","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200712","15.915","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200713","185.956","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200801","16.124","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200802","14.555","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200803","15.212","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200804","13.001","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200805","12.554","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200806","14.196","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200807","16.226","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200808","16.137","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200809","14.923","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
"WDEIBUS","200810","13.504","5","Wood Energy Consumed by the Electric Power Sector","Trillion Btu"
