Date,Value (million kWh),Description
2019-02-01,1453.68,"Electricity Net Generation From Waste, All Sectors"
2019-03-01,1589.539,"Electricity Net Generation From Waste, All Sectors"
2019-04-01,1464.037,"Electricity Net Generation From Waste, All Sectors"
2019-05-01,1541.503,"Electricity Net Generation From Waste, All Sectors"
2019-06-01,1553.75,"Electricity Net Generation From Waste, All Sectors"
2019-07-01,1587.295,"Electricity Net Generation From Waste, All Sectors"
2019-08-01,1601.676,"Electricity Net Generation From Waste, All Sectors"
2019-09-01,1506.084,"Electricity Net Generation From Waste, All Sectors"
2019-10-01,1565.47,"Electricity Net Generation From Waste, All Sectors"
2019-11-01,1497.456,"Electricity Net Generation From Waste, All Sectors"
2019-12-01,1588.443,"Electricity Net Generation From Waste, All Sectors"
2005-01-01,1252.144,"Electricity Net Generation From Geothermal, All Sectors"
2005-02-01,1063.014,"Electricity Net Generation From Geothermal, All Sectors"
2005-03-01,1204.252,"Electricity Net Generation From Geothermal, All Sectors"
2005-04-01,1187.134,"Electricity Net Generation From Geothermal, All Sectors"
2005-05-01,1264.308,"Electricity Net Generation From Geothermal, All Sectors"
2005-06-01,1248.056,"Electricity Net Generation From Geothermal, All Sectors"
2005-07-01,1272.697,"Electricity Net Generation From Geothermal, All Sectors"
2005-08-01,1253.785,"Electricity Net Generation From Geothermal, All Sectors"
2005-09-01,1222.659,"Electricity Net Generation From Geothermal, All Sectors"
2005-10-01,1247.204,"Electricity Net Generation From Geothermal, All Sectors"
2005-11-01,1219.61,"Electricity Net Generation From Geothermal, All Sectors"
2005-12-01,1256.88,"Electricity Net Generation From Geothermal, All Sectors"
2006-01-01,1229.567,"Electricity Net Generation From Geothermal, All Sectors"
2006-02-01,1110.817,"Electricity Net Generation From Geothermal, All Sectors"
2006-03-01,1261.29,"Electricity Net Generation From Geothermal, All Sectors"
2006-04-01,1129.089,"Electricity Net Generation From Geothermal, All Sectors"
2006-05-01,1095.602,"Electricity Net Generation From Geothermal, All Sectors"
2006-06-01,1199.177,"Electricity Net Generation From Geothermal, All Sectors"
2006-07-01,1261.352,"Electricity Net Generation From Geothermal, All Sectors"
2006-08-01,1288.959,"Electricity Net Generation From Geothermal, All Sectors"
2006-09-01,1219.458,"Electricity Net Generation From Geothermal, All Sectors"
2006-10-01,1275.227,"Electricity Net Generation From Geothermal, All Sectors"
2006-11-01,1207.438,"Electricity Net Generation From Geothermal, All Sectors"
2006-12-01,1290.052,"Electricity Net Generation From Geothermal, All Sectors"
2007-01-01,1295.617,"Electricity Net Generation From Geothermal, All Sectors"
2007-02-01,1122.49,"Electricity Net Generation From Geothermal, All Sectors"
2007-03-01,1204.13,"Electricity Net Generation From Geothermal, All Sectors"
2007-04-01,1157.975,"Electricity Net Generation From Geothermal, All Sectors"
2007-05-01,1154.708,"Electricity Net Generation From Geothermal, All Sectors"
2007-06-01,1238.178,"Electricity Net Generation From Geothermal, All Sectors"
2007-07-01,1250.382,"Electricity Net Generation From Geothermal, All Sectors"
2007-08-01,1254.578,"Electricity Net Generation From Geothermal, All Sectors"
2007-09-01,1217.726,"Electricity Net Generation From Geothermal, All Sectors"
2007-10-01,1264.546,"Electricity Net Generation From Geothermal, All Sectors"
2007-11-01,1210.973,"Electricity Net Generation From Geothermal, All Sectors"
2007-12-01,1265.909,"Electricity Net Generation From Geothermal, All Sectors"
2008-01-01,1208.838,"Electricity Net Generation From Geothermal, All Sectors"
2008-02-01,1086.683,"Electricity Net Generation From Geothermal, All Sectors"
2008-03-01,1250.801,"Electricity Net Generation From Geothermal, All Sectors"
2008-04-01,1218.121,"Electricity Net Generation From Geothermal, All Sectors"
2008-05-01,1258.915,"Electricity Net Generation From Geothermal, All Sectors"
2008-06-01,1260.302,"Electricity Net Generation From Geothermal, All Sectors"
2008-07-01,1278.754,"Electricity Net Generation From Geothermal, All Sectors"
2008-08-01,1272.715,"Electricity Net Generation From Geothermal, All Sectors"
2008-09-01,1233.687,"Electricity Net Generation From Geothermal, All Sectors"
2008-10-01,1276.855,"Electricity Net Generation From Geothermal, All Sectors"
2008-11-01,1233.292,"Electricity Net Generation From Geothermal, All Sectors"
2008-12-01,1261.013,"Electricity Net Generation From Geothermal, All Sectors"
2009-01-01,1288.81,"Electricity Net Generation From Geothermal, All Sectors"
2009-02-01,1167.779,"Electricity Net Generation From Geothermal, All Sectors"
2009-03-01,1300.335,"Electricity Net Generation From Geothermal, All Sectors"
2009-04-01,1222.104,"Electricity Net Generation From Geothermal, All Sectors"
2009-05-01,1235.186,"Electricity Net Generation From Geothermal, All Sectors"
2009-06-01,1208.799,"Electricity Net Generation From Geothermal, All Sectors"
2009-07-01,1255.4,"Electricity Net Generation From Geothermal, All Sectors"
2009-08-01,1251.219,"Electricity Net Generation From Geothermal, All Sectors"
2009-09-01,1216.783,"Electricity Net Generation From Geothermal, All Sectors"
2009-10-01,1221.079,"Electricity Net Generation From Geothermal, All Sectors"
2009-11-01,1273.265,"Electricity Net Generation From Geothermal, All Sectors"
2009-12-01,1367.9,"Electricity Net Generation From Geothermal, All Sectors"
2010-01-01,1311.84,"Electricity Net Generation From Geothermal, All Sectors"
2010-02-01,1159.038,"Electricity Net Generation From Geothermal, All Sectors"
2010-03-01,1306.596,"Electricity Net Generation From Geothermal, All Sectors"
2010-04-01,1240.251,"Electricity Net Generation From Geothermal, All Sectors"
2010-05-01,1310.548,"Electricity Net Generation From Geothermal, All Sectors"
2010-06-01,1263.676,"Electricity Net Generation From Geothermal, All Sectors"
2010-07-01,1273.616,"Electricity Net Generation From Geothermal, All Sectors"
2010-08-01,1296.912,"Electricity Net Generation From Geothermal, All Sectors"
2010-09-01,1252.569,"Electricity Net Generation From Geothermal, All Sectors"
2010-10-01,1222,"Electricity Net Generation From Geothermal, All Sectors"
2010-11-01,1252.33,"Electricity Net Generation From Geothermal, All Sectors"
2010-12-01,1329.837,"Electricity Net Generation From Geothermal, All Sectors"
2011-01-01,1346.945,"Electricity Net Generation From Geothermal, All Sectors"
2011-02-01,1215.006,"Electricity Net Generation From Geothermal, All Sectors"
2011-03-01,1337.484,"Electricity Net Generation From Geothermal, All Sectors"
2011-04-01,1239.063,"Electricity Net Generation From Geothermal, All Sectors"
2011-05-01,1317.548,"Electricity Net Generation From Geothermal, All Sectors"
2011-06-01,1214.562,"Electricity Net Generation From Geothermal, All Sectors"
2011-07-01,1269.04,"Electricity Net Generation From Geothermal, All Sectors"
2011-08-01,1274.632,"Electricity Net Generation From Geothermal, All Sectors"
2011-09-01,1225.547,"Electricity Net Generation From Geothermal, All Sectors"
2011-10-01,1280.628,"Electricity Net Generation From Geothermal, All Sectors"
2011-11-01,1271.218,"Electricity Net Generation From Geothermal, All Sectors"
2011-12-01,1324.395,"Electricity Net Generation From Geothermal, All Sectors"
2012-01-01,1263.252,"Electricity Net Generation From Geothermal, All Sectors"
2012-02-01,1193.33,"Electricity Net Generation From Geothermal, All Sectors"
2012-03-01,1285.149,"Electricity Net Generation From Geothermal, All Sectors"
2012-04-01,1248.299,"Electricity Net Generation From Geothermal, All Sectors"
2012-05-01,1303.996,"Electricity Net Generation From Geothermal, All Sectors"
2012-06-01,1277.48,"Electricity Net Generation From Geothermal, All Sectors"
2012-07-01,1320.648,"Electricity Net Generation From Geothermal, All Sectors"
2012-08-01,1303.839,"Electricity Net Generation From Geothermal, All Sectors"
2012-09-01,1299.983,"Electricity Net Generation From Geothermal, All Sectors"
2012-10-01,1329.149,"Electricity Net Generation From Geothermal, All Sectors"
2012-11-01,1347.052,"Electricity Net Generation From Geothermal, All Sectors"
2012-12-01,1390.249,"Electricity Net Generation From Geothermal, All Sectors"
2013-01-01,1381.88,"Electricity Net Generation From Geothermal, All Sectors"
2013-02-01,1236.235,"Electricity Net Generation From Geothermal, All Sectors"
2013-03-01,1378.216,"Electricity Net Generation From Geothermal, All Sectors"
2013-04-01,1274.158,"Electricity Net Generation From Geothermal, All Sectors"
2013-05-01,1307.711,"Electricity Net Generation From Geothermal, All Sectors"
2013-06-01,1278.254,"Electricity Net Generation From Geothermal, All Sectors"
2013-07-01,1336.882,"Electricity Net Generation From Geothermal, All Sectors"
2013-08-01,1322.436,"Electricity Net Generation From Geothermal, All Sectors"
2013-09-01,1299.3,"Electricity Net Generation From Geothermal, All Sectors"
2013-10-01,1363.499,"Electricity Net Generation From Geothermal, All Sectors"
2013-11-01,1230.481,"Electricity Net Generation From Geothermal, All Sectors"
2013-12-01,1365.619,"Electricity Net Generation From Geothermal, All Sectors"
2014-01-01,1355.016,"Electricity Net Generation From Geothermal, All Sectors"
2014-02-01,1206.13,"Electricity Net Generation From Geothermal, All Sectors"
2014-03-01,1337.666,"Electricity Net Generation From Geothermal, All Sectors"
2014-04-01,1313.535,"Electricity Net Generation From Geothermal, All Sectors"
2014-05-01,1332.361,"Electricity Net Generation From Geothermal, All Sectors"
2014-06-01,1293.375,"Electricity Net Generation From Geothermal, All Sectors"
2014-07-01,1319.572,"Electricity Net Generation From Geothermal, All Sectors"
2014-08-01,1329.209,"Electricity Net Generation From Geothermal, All Sectors"
2014-09-01,1307.519,"Electricity Net Generation From Geothermal, All Sectors"
2014-10-01,1345.091,"Electricity Net Generation From Geothermal, All Sectors"
2014-11-01,1362.469,"Electricity Net Generation From Geothermal, All Sectors"
2014-12-01,1374.999,"Electricity Net Generation From Geothermal, All Sectors"
2015-01-01,1361.915,"Electricity Net Generation From Geothermal, All Sectors"
2015-02-01,1260.099,"Electricity Net Generation From Geothermal, All Sectors"
2015-03-01,1393.994,"Electricity Net Generation From Geothermal, All Sectors"
2015-04-01,1272.428,"Electricity Net Generation From Geothermal, All Sectors"
2015-05-01,1390.151,"Electricity Net Generation From Geothermal, All Sectors"
2015-06-01,1301.608,"Electricity Net Generation From Geothermal, All Sectors"
2015-07-01,1356.727,"Electricity Net Generation From Geothermal, All Sectors"
2015-08-01,1344.143,"Electricity Net Generation From Geothermal, All Sectors"
2015-09-01,1202.861,"Electricity Net Generation From Geothermal, All Sectors"
2015-10-01,1323.032,"Electricity Net Generation From Geothermal, All Sectors"
2015-11-01,1333.628,"Electricity Net Generation From Geothermal, All Sectors"
2015-12-01,1376.988,"Electricity Net Generation From Geothermal, All Sectors"
2016-01-01,1332.006,"Electricity Net Generation From Geothermal, All Sectors"
2016-02-01,1243.384,"Electricity Net Generation From Geothermal, All Sectors"
2016-03-01,1315.159,"Electricity Net Generation From Geothermal, All Sectors"
2016-04-01,1208.97,"Electricity Net Generation From Geothermal, All Sectors"
2016-05-01,1341.84,"Electricity Net Generation From Geothermal, All Sectors"
2016-06-01,1251.393,"Electricity Net Generation From Geothermal, All Sectors"
2016-07-01,1311.215,"Electricity Net Generation From Geothermal, All Sectors"
2016-08-01,1324.264,"Electricity Net Generation From Geothermal, All Sectors"
2016-09-01,1326.676,"Electricity Net Generation From Geothermal, All Sectors"
2016-10-01,1353.167,"Electricity Net Generation From Geothermal, All Sectors"
2016-11-01,1363.85,"Electricity Net Generation From Geothermal, All Sectors"
2016-12-01,1453.884,"Electricity Net Generation From Geothermal, All Sectors"
2017-01-01,1406.967,"Electricity Net Generation From Geothermal, All Sectors"
2017-02-01,1238.872,"Electricity Net Generation From Geothermal, All Sectors"
2017-03-01,1387.185,"Electricity Net Generation From Geothermal, All Sectors"
2017-04-01,1341.221,"Electricity Net Generation From Geothermal, All Sectors"
2017-05-01,1301.858,"Electricity Net Generation From Geothermal, All Sectors"
2017-06-01,1283.75,"Electricity Net Generation From Geothermal, All Sectors"
2017-07-01,1372.704,"Electricity Net Generation From Geothermal, All Sectors"
2017-08-01,1362.996,"Electricity Net Generation From Geothermal, All Sectors"
2017-09-01,1331.503,"Electricity Net Generation From Geothermal, All Sectors"
2017-10-01,1214.124,"Electricity Net Generation From Geothermal, All Sectors"
2017-11-01,1304.684,"Electricity Net Generation From Geothermal, All Sectors"
2017-12-01,1380.91,"Electricity Net Generation From Geothermal, All Sectors"
2018-01-01,1341.307,"Electricity Net Generation From Geothermal, All Sectors"
2018-02-01,1274.093,"Electricity Net Generation From Geothermal, All Sectors"
2018-03-01,1366.753,"Electricity Net Generation From Geothermal, All Sectors"
2018-04-01,1187.937,"Electricity Net Generation From Geothermal, All Sectors"
2018-05-01,1382.62,"Electricity Net Generation From Geothermal, All Sectors"
2018-06-01,1299.835,"Electricity Net Generation From Geothermal, All Sectors"
2018-07-01,1369.611,"Electricity Net Generation From Geothermal, All Sectors"
2018-08-01,1367.055,"Electricity Net Generation From Geothermal, All Sectors"
2018-09-01,1327.908,"Electricity Net Generation From Geothermal, All Sectors"
2018-10-01,1273.09,"Electricity Net Generation From Geothermal, All Sectors"
2018-11-01,1330.844,"Electricity Net Generation From Geothermal, All Sectors"
2018-12-01,1446.081,"Electricity Net Generation From Geothermal, All Sectors"
2019-01-01,1421.546,"Electricity Net Generation From Geothermal, All Sectors"
2019-02-01,1307.982,"Electricity Net Generation From Geothermal, All Sectors"
2019-03-01,1437.009,"Electricity Net Generation From Geothermal, All Sectors"
2019-04-01,1239.036,"Electricity Net Generation From Geothermal, All Sectors"
2019-05-01,1347.171,"Electricity Net Generation From Geothermal, All Sectors"
2019-06-01,1362.329,"Electricity Net Generation From Geothermal, All Sectors"
2019-07-01,1411.632,"Electricity Net Generation From Geothermal, All Sectors"
2019-08-01,1409.472,"Electricity Net Generation From Geothermal, All Sectors"
2019-09-01,1384.449,"Electricity Net Generation From Geothermal, All Sectors"
2019-10-01,1276.961,"Electricity Net Generation From Geothermal, All Sectors"
2019-11-01,1111.654,"Electricity Net Generation From Geothermal, All Sectors"
2019-12-01,1301.345,"Electricity Net Generation From Geothermal, All Sectors"
2005-01-01,8.668,"Electricity Net Generation From Solar, All Sectors"
2005-02-01,13.082,"Electricity Net Generation From Solar, All Sectors"
2005-03-01,38.157,"Electricity Net Generation From Solar, All Sectors"
2005-04-01,58.263,"Electricity Net Generation From Solar, All Sectors"
2005-05-01,81.153,"Electricity Net Generation From Solar, All Sectors"
2005-06-01,88.476,"Electricity Net Generation From Solar, All Sectors"
2005-07-01,72.329,"Electricity Net Generation From Solar, All Sectors"
2005-08-01,75.845,"Electricity Net Generation From Solar, All Sectors"
2005-09-01,61.108,"Electricity Net Generation From Solar, All Sectors"
2005-10-01,37.665,"Electricity Net Generation From Solar, All Sectors"
2005-11-01,12.755,"Electricity Net Generation From Solar, All Sectors"
2005-12-01,2.793,"Electricity Net Generation From Solar, All Sectors"
2006-01-01,12.935,"Electricity Net Generation From Solar, All Sectors"
2006-02-01,19.533,"Electricity Net Generation From Solar, All Sectors"
2006-03-01,33.404,"Electricity Net Generation From Solar, All Sectors"
2006-04-01,52.074,"Electricity Net Generation From Solar, All Sectors"
2006-05-01,70.735,"Electricity Net Generation From Solar, All Sectors"
2006-06-01,69.702,"Electricity Net Generation From Solar, All Sectors"
2006-07-01,61.656,"Electricity Net Generation From Solar, All Sectors"
2006-08-01,82.993,"Electricity Net Generation From Solar, All Sectors"
2006-09-01,53.99,"Electricity Net Generation From Solar, All Sectors"
2006-10-01,32.283,"Electricity Net Generation From Solar, All Sectors"
2006-11-01,15.686,"Electricity Net Generation From Solar, All Sectors"
2006-12-01,2.713,"Electricity Net Generation From Solar, All Sectors"
2007-01-01,12.842,"Electricity Net Generation From Solar, All Sectors"
2007-02-01,19.244,"Electricity Net Generation From Solar, All Sectors"
2007-03-01,48.488,"Electricity Net Generation From Solar, All Sectors"
2007-04-01,54.464,"Electricity Net Generation From Solar, All Sectors"
2007-05-01,84.192,"Electricity Net Generation From Solar, All Sectors"
2007-06-01,84.458,"Electricity Net Generation From Solar, All Sectors"
2007-07-01,85.793,"Electricity Net Generation From Solar, All Sectors"
2007-08-01,75.163,"Electricity Net Generation From Solar, All Sectors"
2007-09-01,68.212,"Electricity Net Generation From Solar, All Sectors"
2007-10-01,49.233,"Electricity Net Generation From Solar, All Sectors"
2007-11-01,24.302,"Electricity Net Generation From Solar, All Sectors"
2007-12-01,5.402,"Electricity Net Generation From Solar, All Sectors"
2008-01-01,16.289,"Electricity Net Generation From Solar, All Sectors"
2008-02-01,35.842,"Electricity Net Generation From Solar, All Sectors"
2008-03-01,74.6,"Electricity Net Generation From Solar, All Sectors"
2008-04-01,94.141,"Electricity Net Generation From Solar, All Sectors"
2008-05-01,98.744,"Electricity Net Generation From Solar, All Sectors"
2008-06-01,128.164,"Electricity Net Generation From Solar, All Sectors"
2008-07-01,110.878,"Electricity Net Generation From Solar, All Sectors"
2008-08-01,105.282,"Electricity Net Generation From Solar, All Sectors"
2008-09-01,92.597,"Electricity Net Generation From Solar, All Sectors"
2008-10-01,60.243,"Electricity Net Generation From Solar, All Sectors"
2008-11-01,28.848,"Electricity Net Generation From Solar, All Sectors"
2008-12-01,18.687,"Electricity Net Generation From Solar, All Sectors"
2009-01-01,7.19,"Electricity Net Generation From Solar, All Sectors"
2009-02-01,30.444,"Electricity Net Generation From Solar, All Sectors"
2009-03-01,78.107,"Electricity Net Generation From Solar, All Sectors"
2009-04-01,99.416,"Electricity Net Generation From Solar, All Sectors"
2009-05-01,110.425,"Electricity Net Generation From Solar, All Sectors"
2009-06-01,103.413,"Electricity Net Generation From Solar, All Sectors"
2009-07-01,121.188,"Electricity Net Generation From Solar, All Sectors"
2009-08-01,116.291,"Electricity Net Generation From Solar, All Sectors"
2009-09-01,94.994,"Electricity Net Generation From Solar, All Sectors"
2009-10-01,68.101,"Electricity Net Generation From Solar, All Sectors"
2009-11-01,40.402,"Electricity Net Generation From Solar, All Sectors"
2009-12-01,21.209,"Electricity Net Generation From Solar, All Sectors"
2010-01-01,9.866,"Electricity Net Generation From Solar, All Sectors"
2010-02-01,32.824,"Electricity Net Generation From Solar, All Sectors"
2010-03-01,75.999,"Electricity Net Generation From Solar, All Sectors"
2010-04-01,112.279,"Electricity Net Generation From Solar, All Sectors"
2010-05-01,153.172,"Electricity Net Generation From Solar, All Sectors"
2010-06-01,176.053,"Electricity Net Generation From Solar, All Sectors"
2010-07-01,161.382,"Electricity Net Generation From Solar, All Sectors"
2010-08-01,156.393,"Electricity Net Generation From Solar, All Sectors"
2010-09-01,137.581,"Electricity Net Generation From Solar, All Sectors"
2010-10-01,75.436,"Electricity Net Generation From Solar, All Sectors"
2010-11-01,76.795,"Electricity Net Generation From Solar, All Sectors"
2010-12-01,44.401,"Electricity Net Generation From Solar, All Sectors"
2011-01-01,39.782,"Electricity Net Generation From Solar, All Sectors"
2011-02-01,85.299,"Electricity Net Generation From Solar, All Sectors"
2011-03-01,122.3,"Electricity Net Generation From Solar, All Sectors"
2011-04-01,164.006,"Electricity Net Generation From Solar, All Sectors"
2011-05-01,190.669,"Electricity Net Generation From Solar, All Sectors"
2011-06-01,222.773,"Electricity Net Generation From Solar, All Sectors"
2011-07-01,191.102,"Electricity Net Generation From Solar, All Sectors"
2011-08-01,229.163,"Electricity Net Generation From Solar, All Sectors"
2011-09-01,185.72,"Electricity Net Generation From Solar, All Sectors"
2011-10-01,158.86,"Electricity Net Generation From Solar, All Sectors"
2011-11-01,107.37,"Electricity Net Generation From Solar, All Sectors"
2011-12-01,120.654,"Electricity Net Generation From Solar, All Sectors"
2012-01-01,95.32,"Electricity Net Generation From Solar, All Sectors"
2012-02-01,135.24,"Electricity Net Generation From Solar, All Sectors"
2012-03-01,231.228,"Electricity Net Generation From Solar, All Sectors"
2012-04-01,318.723,"Electricity Net Generation From Solar, All Sectors"
2012-05-01,462.597,"Electricity Net Generation From Solar, All Sectors"
2012-06-01,527.068,"Electricity Net Generation From Solar, All Sectors"
2012-07-01,509.51,"Electricity Net Generation From Solar, All Sectors"
2012-08-01,461.411,"Electricity Net Generation From Solar, All Sectors"
2012-09-01,458.103,"Electricity Net Generation From Solar, All Sectors"
2012-10-01,431.427,"Electricity Net Generation From Solar, All Sectors"
2012-11-01,347.276,"Electricity Net Generation From Solar, All Sectors"
2012-12-01,348.772,"Electricity Net Generation From Solar, All Sectors"
2013-01-01,309.824,"Electricity Net Generation From Solar, All Sectors"
2013-02-01,432.643,"Electricity Net Generation From Solar, All Sectors"
2013-03-01,619.399,"Electricity Net Generation From Solar, All Sectors"
2013-04-01,666.739,"Electricity Net Generation From Solar, All Sectors"
2013-05-01,752.707,"Electricity Net Generation From Solar, All Sectors"
2013-06-01,870.685,"Electricity Net Generation From Solar, All Sectors"
2013-07-01,828.847,"Electricity Net Generation From Solar, All Sectors"
2013-08-01,944.092,"Electricity Net Generation From Solar, All Sectors"
2013-09-01,948.779,"Electricity Net Generation From Solar, All Sectors"
2013-10-01,987.533,"Electricity Net Generation From Solar, All Sectors"
2013-11-01,824.352,"Electricity Net Generation From Solar, All Sectors"
2013-12-01,850.021,"Electricity Net Generation From Solar, All Sectors"
2014-01-01,751.119,"Electricity Net Generation From Solar, All Sectors"
2014-02-01,834.992,"Electricity Net Generation From Solar, All Sectors"
2014-03-01,1317.094,"Electricity Net Generation From Solar, All Sectors"
2014-04-01,1487.097,"Electricity Net Generation From Solar, All Sectors"
2014-05-01,1749.655,"Electricity Net Generation From Solar, All Sectors"
2014-06-01,1923.326,"Electricity Net Generation From Solar, All Sectors"
2014-07-01,1787.699,"Electricity Net Generation From Solar, All Sectors"
2014-08-01,1879.482,"Electricity Net Generation From Solar, All Sectors"
2014-09-01,1832.261,"Electricity Net Generation From Solar, All Sectors"
2014-10-01,1716.923,"Electricity Net Generation From Solar, All Sectors"
2014-11-01,1379.64,"Electricity Net Generation From Solar, All Sectors"
2014-12-01,1031.744,"Electricity Net Generation From Solar, All Sectors"
2015-01-01,1155.351,"Electricity Net Generation From Solar, All Sectors"
2015-02-01,1483.554,"Electricity Net Generation From Solar, All Sectors"
2015-03-01,2072.257,"Electricity Net Generation From Solar, All Sectors"
2015-04-01,2379.118,"Electricity Net Generation From Solar, All Sectors"
2015-05-01,2504.149,"Electricity Net Generation From Solar, All Sectors"
2015-06-01,2557.598,"Electricity Net Generation From Solar, All Sectors"
2015-07-01,2627.064,"Electricity Net Generation From Solar, All Sectors"
2015-08-01,2687.553,"Electricity Net Generation From Solar, All Sectors"
2015-09-01,2217.124,"Electricity Net Generation From Solar, All Sectors"
2015-10-01,1909.58,"Electricity Net Generation From Solar, All Sectors"
2015-11-01,1729.661,"Electricity Net Generation From Solar, All Sectors"
2015-12-01,1569.895,"Electricity Net Generation From Solar, All Sectors"
2016-01-01,1485.802,"Electricity Net Generation From Solar, All Sectors"
2016-02-01,2241.563,"Electricity Net Generation From Solar, All Sectors"
2016-03-01,2617.452,"Electricity Net Generation From Solar, All Sectors"
2016-04-01,2879.682,"Electricity Net Generation From Solar, All Sectors"
2016-05-01,3425.183,"Electricity Net Generation From Solar, All Sectors"
2016-06-01,3473.498,"Electricity Net Generation From Solar, All Sectors"
2016-07-01,3944.793,"Electricity Net Generation From Solar, All Sectors"
2016-08-01,3969.186,"Electricity Net Generation From Solar, All Sectors"
2016-09-01,3635.069,"Electricity Net Generation From Solar, All Sectors"
2016-10-01,3191.224,"Electricity Net Generation From Solar, All Sectors"
2016-11-01,2767.144,"Electricity Net Generation From Solar, All Sectors"
2016-12-01,2423.523,"Electricity Net Generation From Solar, All Sectors"
2017-01-01,2323.986,"Electricity Net Generation From Solar, All Sectors"
2017-02-01,2751.199,"Electricity Net Generation From Solar, All Sectors"
2017-03-01,4514.085,"Electricity Net Generation From Solar, All Sectors"
2017-04-01,4906.678,"Electricity Net Generation From Solar, All Sectors"
2017-05-01,5785.027,"Electricity Net Generation From Solar, All Sectors"
2017-06-01,6115.379,"Electricity Net Generation From Solar, All Sectors"
2017-07-01,5569.106,"Electricity Net Generation From Solar, All Sectors"
2017-08-01,5368.537,"Electricity Net Generation From Solar, All Sectors"
2017-09-01,5059.441,"Electricity Net Generation From Solar, All Sectors"
2017-10-01,4649.673,"Electricity Net Generation From Solar, All Sectors"
2017-11-01,3208.749,"Electricity Net Generation From Solar, All Sectors"
2017-12-01,3035.005,"Electricity Net Generation From Solar, All Sectors"
2018-01-01,3318.975,"Electricity Net Generation From Solar, All Sectors"
2018-02-01,3896.414,"Electricity Net Generation From Solar, All Sectors"
2018-03-01,5056.238,"Electricity Net Generation From Solar, All Sectors"
2018-04-01,6056.727,"Electricity Net Generation From Solar, All Sectors"
2018-05-01,6849.012,"Electricity Net Generation From Solar, All Sectors"
2018-06-01,7414.667,"Electricity Net Generation From Solar, All Sectors"
2018-07-01,6754.876,"Electricity Net Generation From Solar, All Sectors"
2018-08-01,6695.408,"Electricity Net Generation From Solar, All Sectors"
2018-09-01,5960.901,"Electricity Net Generation From Solar, All Sectors"
2018-10-01,4969.691,"Electricity Net Generation From Solar, All Sectors"
2018-11-01,3742.765,"Electricity Net Generation From Solar, All Sectors"
2018-12-01,3109.64,"Electricity Net Generation From Solar, All Sectors"
2019-01-01,3655.189,"Electricity Net Generation From Solar, All Sectors"
2019-02-01,3826.741,"Electricity Net Generation From Solar, All Sectors"
2019-03-01,5909.724,"Electricity Net Generation From Solar, All Sectors"
2019-04-01,6835.483,"Electricity Net Generation From Solar, All Sectors"
2019-05-01,7191.398,"Electricity Net Generation From Solar, All Sectors"
2019-06-01,8005.559,"Electricity Net Generation From Solar, All Sectors"
2019-07-01,8168.61,"Electricity Net Generation From Solar, All Sectors"
2019-08-01,7887.784,"Electricity Net Generation From Solar, All Sectors"
2019-09-01,6752.219,"Electricity Net Generation From Solar, All Sectors"
2019-10-01,6130.609,"Electricity Net Generation From Solar, All Sectors"
2019-11-01,4376.6,"Electricity Net Generation From Solar, All Sectors"
2019-12-01,3494.258,"Electricity Net Generation From Solar, All Sectors"
2005-01-01,1131.569,"Electricity Net Generation From Wind, All Sectors"
2005-02-01,966.482,"Electricity Net Generation From Wind, All Sectors"
2005-03-01,1560.626,"Electricity Net Generation From Wind, All Sectors"
2005-04-01,1697.504,"Electricity Net Generation From Wind, All Sectors"
2005-05-01,1746.43,"Electricity Net Generation From Wind, All Sectors"
2005-06-01,1796.924,"Electricity Net Generation From Wind, All Sectors"
2005-07-01,1420.942,"Electricity Net Generation From Wind, All Sectors"
2005-08-01,1138.032,"Electricity Net Generation From Wind, All Sectors"
2005-09-01,1468.347,"Electricity Net Generation From Wind, All Sectors"
2005-10-01,1446.19,"Electricity Net Generation From Wind, All Sectors"
2005-11-01,1609.691,"Electricity Net Generation From Wind, All Sectors"
2005-12-01,1827.814,"Electricity Net Generation From Wind, All Sectors"
2006-01-01,2382.633,"Electricity Net Generation From Wind, All Sectors"
2006-02-01,1921.958,"Electricity Net Generation From Wind, All Sectors"
2006-03-01,2358.632,"Electricity Net Generation From Wind, All Sectors"
2006-04-01,2471.762,"Electricity Net Generation From Wind, All Sectors"
2006-05-01,2458.683,"Electricity Net Generation From Wind, All Sectors"
2006-06-01,2051.766,"Electricity Net Generation From Wind, All Sectors"
2006-07-01,1955.064,"Electricity Net Generation From Wind, All Sectors"
2006-08-01,1655.187,"Electricity Net Generation From Wind, All Sectors"
2006-09-01,1879.144,"Electricity Net Generation From Wind, All Sectors"
2006-10-01,2442.13,"Electricity Net Generation From Wind, All Sectors"
2006-11-01,2540.489,"Electricity Net Generation From Wind, All Sectors"
2006-12-01,2471.69,"Electricity Net Generation From Wind, All Sectors"
2007-01-01,2452.315,"Electricity Net Generation From Wind, All Sectors"
2007-02-01,2519.793,"Electricity Net Generation From Wind, All Sectors"
2007-03-01,3047.092,"Electricity Net Generation From Wind, All Sectors"
2007-04-01,3171.703,"Electricity Net Generation From Wind, All Sectors"
2007-05-01,2952.341,"Electricity Net Generation From Wind, All Sectors"
2007-06-01,2620.416,"Electricity Net Generation From Wind, All Sectors"
2007-07-01,2158.372,"Electricity Net Generation From Wind, All Sectors"
2007-08-01,2699.365,"Electricity Net Generation From Wind, All Sectors"
2007-09-01,2866.722,"Electricity Net Generation From Wind, All Sectors"
